Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category
2012,9,Ohio,Food,Yersinia enterocolitica,,Suspected,Private home/residence,4,0,4,0,4,,,
2012,3,Utah,Food,Campylobacter jejuni,,Suspected,Other,2,0,1,0,1,cheese curds,raw milk,Dairy
2012,2,Utah,Food,Campylobacter jejuni,,Confirmed,Farm/dairy,8,0,3,0,3,"milk, unpasteurized","milk, unpasteurized",Dairy
2012,9,Hawaii,Food,Salmonella unknown,,Confirmed,Unknown,16,7,16,0,16,,,
2012,9,Florida,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,5,0,5,0,5,ice,ice,Other
2012,2,Puerto Rico,Food,Histamine,,Confirmed,Restaurant - Sit-down dining,5,0,5,0,5,"fish, marlin",,Fish
2012,5,Oklahoma,Food,,,,Banquet Facility (food prepared and served on-site); Other,10,0,10,0,10,,,
2012,6,Oklahoma,Food,Salmonella enterica,Typhimurium,Confirmed,,10,2,10,0,10,,,
2011,4,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,,27,3,27,0,27,alfalfa sprouts,,Sprouts
2011,8,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,,53,2,53,0,53,turkish pine nuts,,Nuts-Seeds
2011,2,Multistate,Food,Salmonella enterica,Heidelberg,Confirmed,,181,50,125,1,181,"ground turkey, unspecified",,Turkey
2012,8,California,Food,Norovirus Genogroup II,,Confirmed,Private home/residence; Caterer (food prepared off-site from where served),6,0,6,0,6,,,
2012,4,Arkansas,Food,,,,,5,0,5,0,5,,,
2012,9,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Other,17,1,17,0,17,,,
2012,10,Illinois,Food,Norovirus Genogroup II; Norovirus Genogroup II,GII.4 Sydney; GII.4 Sydney,Confirmed; Confirmed,Restaurant - Sit-down dining,23,1,23,0,23,"salad, unspecified",,Multiple
2012,1,New Jersey,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,7,0,0,0,7,,,
2012,9,Oregon,Food,Norovirus Genogroup I,GI.5,Confirmed,Restaurant - Sit-down dining,7,,7,,7,,,
2012,5,Puerto Rico,Food,,,,Restaurant - Sit-down dining,11,0,11,0,11,macaroni salad,,Multiple
2012,9,Texas,Food,,,,,36,2,36,0,36,,,
2012,2,Indiana,Food,,,,,21,0,,0,,,,
2012,10,Minnesota,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,,,
2012,7,Colorado,Food,Staphylococcus aureus,,Suspected,Caterer (food prepared off-site from where served),60,2,60,0,60,"turkey, smoked",turkey,Turkey
2012,10,Minnesota,Food,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,1,4,0,4,,,
2012,8,Kansas,Food,Salmonella enterica,Typhimurium,Confirmed,Restaurant - Sit-down dining,16,0,16,0,16,,,
2012,9,Kansas,Food,,,,Restaurant - Sit-down dining,8,0,8,0,8,,,
2012,9,North Dakota,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,,,
2012,9,North Dakota,Food,,,,Restaurant - Sit-down dining; Banquet Facility (food prepared and served on-site); Caterer (food prepared off-site from where served),10,0,10,0,10,,,
2012,8,California,Food,Other - Chemical/Toxin,,Confirmed,Restaurant - Sit-down dining,6,0,6,0,6,fish,,Fish
2012,9,Washington,Food,Paralytic shellfish poison,,Confirmed,Private home/residence,7,4,7,0,7,mussels,,Mollusks
2012,1,California,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,
2012,6,Nebraska,Food,,,,Unknown,52,0,0,0,0,,,
2011,7,New Jersey,Food,Listeria monocytogenes,,Confirmed,Private home/residence,2,2,2,0,2,"mexican style cheese, pasteurized",,Dairy
2012,8,Nebraska,Food,Salmonella enterica,Newport,Confirmed,Unknown,21,5,21,0,0,,,
2012,6,Pennsylvania,Food,,,,Restaurant - other or unknown type,12,0,4,0,4,,,
2012,9,California,Food,Vibrio parahaemolyticus,,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,"oysters, raw",oysters,Mollusks
2012,9,Ohio,Food,Norovirus,,Suspected,Private home/residence,2,0,2,0,2,,,
2012,10,Illinois,Food,,,,Restaurant - Sit-down dining,11,0,9,0,9,,,
2012,10,Virginia,Food,Salmonella enterica,Javiana,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",25,3,25,0,25,,,
2012,10,Illinois,Food,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,,,
2012,10,Ohio,Food,Norovirus Genogroup II,GII.6,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",14,1,14,0,14,,,
2012,10,Connecticut,Food,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Restaurant - Sit-down dining,6,0,6,0,6,,,
2012,9,New York,Food,Shigella sonnei,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",11,2,11,0,11,,,
2012,10,Texas,Food,,,,Restaurant - Sit-down dining,4,0,4,0,4,,,
2012,6,California,Food,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,180,0,0,0,143,,,
2012,10,Minnesota,Food,Norovirus,,Confirmed,Restaurant - Sit-down dining,19,0,19,0,19,,,
2012,9,Kentucky,Food,Campylobacter jejuni,,Confirmed,Religious facility,3,1,3,0,3,,,
2012,3,Puerto Rico,Food,Ciguatoxin,,Confirmed,Private home/residence,2,0,2,0,2,"fish, hogfish",,Fish
2012,9,Maryland,Food,Salmonella enterica,Thompson,Confirmed,Restaurant - other or unknown type,9,2,9,0,9,,,
2012,10,Louisiana,Food,Norovirus,,Suspected,,27,0,27,0,27,,,
2012,10,Oregon,Food,Campylobacter jejuni,,Confirmed,Private home/residence,9,0,9,0,9,chicken liver pate,"liver, chicken",Chicken
2012,10,Oregon,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,4,1,4,0,4,,,
2012,10,Oregon,Food,Norovirus Genogroup I,GI.5,Confirmed,,52,,52,,52,,,
2012,10,Oregon,Food,Norovirus Genogroup II,GII.6,Suspected,,7,0,7,0,7,,,
2012,10,Illinois,Food,Norovirus Genogroup II; Norovirus Genogroup II,GII.6; GII.6,Confirmed; Confirmed,Restaurant - Sit-down dining,53,0,53,0,53,,,
2012,7,Maryland,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",7,2,7,0,7,,,
2012,10,Texas,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,
2012,9,Michigan,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,,,
2012,8,Alabama,Food,,,,Private home/residence,22,0,22,0,22,ribs,,Multiple
2012,9,Alabama,Food,Salmonella enterica,Braenderup,Confirmed,Private home/residence,35,7,35,0,35,"chicken, smoked; rice",,Multiple
2012,10,Illinois,Food,Norovirus Genogroup II,,Confirmed,Caterer (food prepared off-site from where served),12,1,12,0,12,,,
2012,11,Illinois,Food,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,15,0,15,0,15,,,
2012,10,Ohio,Food,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Banquet Facility (food prepared and served on-site),47,0,47,0,47,,,
2012,6,California,Food,,,,Restaurant - Sit-down dining,5,0,0,0,0,,,
2012,9,Arizona,Food,,,,Private home/residence,12,0,0,0,0,,,
2012,11,Minnesota,Food,Norovirus Genogroup II,,Confirmed,Caterer (food prepared off-site from where served),24,0,24,0,24,asparagus; salads,asparagus,Vegetable Row Crops
2012,11,Ohio,Food,Norovirus Genogroup I,GI.6,Confirmed,Restaurant - Sit-down dining,5,0,5,0,5,,,
2012,9,Ohio,Food,,,,Restaurant - Sit-down dining,3,2,3,0,3,,,
2011,12,California,Food,,,,Restaurant - Sit-down dining,24,0,5,0,5,,,
2012,9,Minnesota,Food,Campylobacter jejuni,,Confirmed,Restaurant - Sit-down dining,9,1,9,0,9,,,
2012,10,Minnesota,Food,,,,Banquet Facility (food prepared and served on-site),12,0,12,0,12,,,
2012,11,Minnesota,Food,,,,Caterer (food prepared off-site from where served),22,0,22,0,22,,,
2012,11,Ohio,Food,,,,Restaurant - Sit-down dining,7,1,4,0,4,,,
2012,5,Montana,Food,,,,Caterer (food prepared off-site from where served),18,0,13,0,13,"chicken, other",,Chicken
2012,4,Wisconsin,Food,Clostridium perfringens,,Confirmed,Banquet Facility (food prepared and served on-site),22,2,22,0,22,,,
2012,10,Texas,Food,Norovirus,,Confirmed,Caterer (food prepared off-site from where served),91,0,91,0,91,,,
2012,10,Ohio,Food,Salmonella enterica,Typhimurium,Confirmed,"Fair, festival, other temp or mobile services",2,1,2,0,0,,,
2012,9,Florida,Food,,,,Restaurant - Sit-down dining,4,0,4,0,4,rice,rice,Grains-Beans
2012,11,Ohio,Food,Norovirus Genogroup II,GII.4 Sydney,Suspected,Restaurant - Sit-down dining,2,0,0,0,0,,,
2012,10,Montana,Food,,,,Religious facility,39,0,39,0,39,turkey,,Turkey
2012,8,Washington,Food,Vibrio parahaemolyticus,,Suspected,Private home/residence,7,0,7,0,7,"oysters, raw",,Mollusks
2012,1,California,Food,Clostridium botulinum,,Suspected,Other,2,2,2,0,2,"soup, broccoli and cheese",,Multiple
2012,11,Ohio,Food,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Banquet Facility (food prepared and served on-site),20,0,0,0,0,,,
2012,11,Washington,Food,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",8,0,8,0,8,,,
2012,8,Washington,Food,Vibrio parahaemolyticus,,Confirmed,Restaurant - Sit-down dining,5,0,5,0,5,"oysters, raw",,Mollusks
2012,4,Massachusetts,Food,Listeria monocytogenes,,Confirmed,,3,3,3,0,3,,,
2011,5,Multistate,Food,Salmonella enterica,Newport,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining; Restaurant - other or unknown type",209,52,138,0,104,,,
2012,11,Ohio,Food,Norovirus Genogroup II,GII.5,Suspected,Banquet Facility (food prepared and served on-site),28,0,18,0,28,,,
2011,10,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",70,21,64,0,64,,,
2012,10,Kentucky,Food,Norovirus Genogroup I,,Confirmed,Restaurant - Sit-down dining,37,0,37,0,37,"salad, unspecified",,Multiple
2011,10,Multistate,Food,Listeria monocytogenes,,Confirmed,Banquet Facility (food prepared and served on-site),15,1,15,1,15,"blue-veined cheese, unpasteurized",,Dairy
2012,11,Minnesota,Food,Norovirus Genogroup II,unknown,Confirmed,Banquet Facility (food prepared and served on-site),50,0,50,0,50,,,
2012,10,Ohio,Food,Histamine,,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,yellowfin tuna,tuna,Fish
2012,10,Georgia,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0,4,0,4,grilled or fried chicken salad,,Multiple
2012,11,Oregon,Food,Sapovirus,,Confirmed,School/college/university,8,0,,,,,,
2012,10,Florida,Food,Salmonella enterica,Anatum,Suspected,Restaurant - Sit-down dining,2,1,2,0,2,"fish, white",chicken,Chicken
2012,10,Illinois,Food,Salmonella enterica; Salmonella enterica,Stanley; Stanley,Confirmed; Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",29,3,29,0,29,,,
2012,11,Ohio,Food,Clostridium perfringens,,Suspected,Other,9,0,9,0,9,,,
2012,2,Maryland,Food,Norovirus Genogroup II,GII.4 New Orleans,Confirmed,Banquet Facility (food prepared and served on-site); Caterer (food prepared off-site from where served),43,0,43,0,43,,,
2012,11,Kentucky,Food,Other,,Suspected,Unknown,10,,0,,0,,,
2012,11,Florida,Food,,,,Restaurant - Sit-down dining,25,0,25,0,25,,,
2012,10,Hawaii,Food,Salmonella enterica,Braenderup,Confirmed,Restaurant - other or unknown type,16,0,16,0,16,,,
2012,10,California,Food,Other - Bacterium,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",5,0,5,0,5,"tacos; nachos, unspecified",,Multiple
2012,6,Puerto Rico,Food,,,,,21,0,21,0,21,,,
2012,10,Colorado,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,,,
2012,10,Minnesota,Food,Salmonella enterica,Javiana,Confirmed,,4,0,4,0,4,"cucumber; iceberg lettuce, unspecified",cucumber; iceberg lettuce,Multiple
2012,10,Alaska,Food,,,,Private home/residence,16,0,16,0,16,,,
2012,7,California,Food,Salmonella enterica,Thompson,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",13,0,13,0,13,pinto beans,,Grains-Beans
2012,9,California,Food,Norovirus unknown,,Suspected,Restaurant - other or unknown type,14,0,14,0,14,,,
2012,11,Illinois,Food,Salmonella enterica,Heidelberg,Confirmed,Private home/residence; Caterer (food prepared off-site from where served); Grocery store,16,3,16,0,16,,,
2012,10,South Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,Religious facility,33,1,3,0,33,chicken,chicken,Chicken
2012,8,Michigan,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Prison/jail,90,10,90,0,90,chicken salad,n/a,Multiple
2012,6,Florida,Food,,,,Restaurant - Sit-down dining,117,0,117,0,117,"melon, unspecified; jicama and cucumber salad",,Multiple
2012,11,Illinois,Food,Norovirus,,Confirmed,Restaurant - Sit-down dining,22,0,22,0,22,,,
2012,11,Ohio,Food,Astrovirus,,Suspected,Caterer (food prepared off-site from where served),22,0,22,0,22,,,
2012,11,Illinois,Food,Clostridium perfringens,,Confirmed,Grocery store,20,0,20,0,20,"goat, stew",,Multiple
2012,10,Michigan,Food,,,,Restaurant - Sit-down dining,6,0,6,0,6,"salad, unspecified",leafy green,Vegetable Row Crops
2012,11,New York,Food,Staphylococcus aureus; Bacillus cereus,,Suspected; Suspected,Restaurant - Sit-down dining,8,0,8,0,8,,,
2012,6,Michigan,Food,Clostridium botulinum,,Confirmed,Private home/residence,2,2,2,0,2,"meat/pasta sauce, home canned",n/a,Multiple
2012,10,Florida,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,,,
2012,11,Maryland,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,caesar/house salad,,Multiple
2012,4,Maryland,Food,,,,Unknown,10,0,10,0,10,,,
2012,9,Florida,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,
2012,4,Kentucky,Food,Other,,Suspected,Restaurant - Sit-down dining,7,0,0,0,0,,,
2012,10,Connecticut,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,13,1,13,0,13,,,
2012,11,Connecticut,Food,Norovirus Genogroup II,GII.7,Confirmed,Restaurant - Sit-down dining,3,0,3,0,3,,,
2012,10,Tennessee,Food,Salmonella enterica,Newport,Confirmed,Private home/residence,27,7,27,0,27,bean dishes,,Multiple
2012,11,Rhode Island,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,
2012,11,Georgia,Food,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,3,0,3,0,3,,,
2012,11,Ohio,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,salad dressings,,Multiple
2012,12,Illinois,Food,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Banquet Facility (food prepared and served on-site),25,0,25,0,25,,,
2012,12,Minnesota,Food,Norovirus Genogroup II,,Confirmed,Banquet Facility (food prepared and served on-site),38,0,38,0,38,"potato, au gratin; ice, unspecified; alcohol",,Multiple
2012,10,Missouri,Food,,,,Caterer (food prepared off-site from where served),20,0,20,0,20,,,
2012,8,Washington,Food,Vibrio parahaemolyticus,,Suspected,Private home/residence,2,0,2,0,2,"oysters, raw",,Mollusks
2012,8,Michigan,Food,,,,Private home/residence,8,0,8,0,8,cake,,Multiple
2012,11,Michigan,Food,,,,Banquet Facility (food prepared and served on-site),23,0,23,0,23,"balsamic asparagus and roasted red pepper; potato, unspecified; steak, filet mignon; cake, unspecified",n/a; n/a; n/a,Multiple
2012,12,Virginia,Food,Norovirus,,Confirmed,Banquet Facility (food prepared and served on-site); Caterer (food prepared off-site from where served),29,0,13,0,13,,,
2012,12,New York,Food,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,11,0,11,0,11,,,
2012,12,New York,Food,Other - Chemical/Toxin,,Confirmed,Private home/residence,2,2,2,1,2,"fish, carp",fish,Fish
2012,10,New York,Food,Listeria monocytogenes,,Confirmed,Hospital,7,7,7,0,7,,,
2012,11,Connecticut,Food,Norovirus Genogroup II,other,Confirmed,School/college/university,66,0,66,0,66,multiple foods,,Unclassifiable
2012,11,Pennsylvania,Food,,,,Restaurant - Sit-down dining,12,0,12,0,12,"salad, unspecified",,Multiple
2012,11,Florida,Food,Norovirus Genogroup I; Norovirus Genogroup II,GI.9; GII.4 Sydney,Confirmed; Confirmed,Restaurant - Sit-down dining,21,0,21,0,21,"iceberg lettuce, unspecified",lettuce,Vegetable Row Crops
2012,11,Colorado,Food,,,,Restaurant - Sit-down dining,20,0,20,0,20,,,
2012,11,California,Food,,,,Restaurant - Sit-down dining,4,0,4,0,4,,,
2012,3,Wisconsin,Food,Norovirus Genogroup I,GI.6,Confirmed,Restaurant - Sit-down dining,6,0,6,0,6,,,
2012,11,Washington,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,5,0,5,0,5,,,
2012,11,New Hampshire,Food,,,,Restaurant - Sit-down dining,7,0,7,0,7,,,
2012,11,Wisconsin,Food,,,,Banquet Facility (food prepared and served on-site),18,0,18,0,18,french fries,,Root/Underground
2012,8,Washington,Food,Other,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,"sushi, unspecified",,Multiple
2012,9,Washington,Food,Salmonella enterica,Virchow,Confirmed,Restaurant - Sit-down dining,121,9,121,0,121,,,
2012,12,Oregon,Food,Norovirus Genogroup II,GII.4 New Orleans,Confirmed,Banquet Facility (food prepared and served on-site),125,0,,,,fruit salad,,Multiple
2012,12,Oregon,Food,Clostridium perfringens,,Suspected,Restaurant - Sit-down dining,3,,3,,3,chicken,,Chicken
2012,11,Oregon,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,8,0,8,0,8,,,
2012,12,Ohio,Food,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Banquet Facility (food prepared and served on-site),26,0,0,0,0,,,
2012,12,Ohio,Food,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Banquet Facility (food prepared and served on-site),49,0,0,0,0,fruit,,Fruits
2012,12,Minnesota,Food,Norovirus Genogroup I,,Confirmed,Restaurant - Sit-down dining,4,0,4,0,4,"romaine lettuce, unspecified",,Vegetable Row Crops
2012,11,Minnesota,Food,Salmonella enterica,Saintpaul,Confirmed,Private home/residence,2,0,2,0,2,"turkey, smoked",turkey,Turkey
2012,12,Florida,Food,,,,Restaurant - Sit-down dining,4,0,4,0,4,"oysters, baked","buffet; egg; oysters; pork, bacon; spinach",Multiple
2012,11,Washington,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,salads,,Multiple
2012,12,Oregon,Food,Norovirus Genogroup II,GII.6,Confirmed,,6,,6,,6,,,
2012,12,Connecticut,Food,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,8,0,8,0,8,,,
2012,11,Florida,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,13,0,13,0,13,,,
2012,10,Oklahoma,Food,,,,Restaurant - Sit-down dining,12,0,12,0,12,,,
2012,12,Oklahoma,Food,Norovirus Genogroup II,,Confirmed,Banquet Facility (food prepared and served on-site),22,0,18,0,18,,,
2012,12,Tennessee,Food,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Restaurant - Sit-down dining,11,0,11,0,11,,,
2012,12,Tennessee,Food,Norovirus Genogroup II,GII.1,Confirmed,Restaurant - Sit-down dining,43,1,41,0,43,,,
2012,12,Minnesota,Food,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,14,0,14,0,14,"spring rolls, unspecified",,Multiple
2012,12,Ohio,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,7,4,7,0,7,,,
2012,12,Minnesota,Food,Norovirus Genogroup II,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,3,0,3,,,
2012,11,Pennsylvania,Food,,,,Caterer (food prepared off-site from where served),61,0,61,0,61,roast beef,roast beef,Beef
2012,11,Pennsylvania,Food,Campylobacter jejuni,,Confirmed,Private home/residence,10,0,10,0,10,"milk, whole milk unpasteurized","milk, whole milk unpasteurized",Dairy
2011,4,Multistate,Food,Salmonella enterica,Newport,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",166,0,166,0,166,tomatoes,,Seeded Vegetables
2012,6,Utah,Food,Campylobacter jejuni,,Confirmed,Farm/dairy,12,0,7,0,9,"milk, unpasteurized","milk, unpasteurized",Dairy
2012,12,New York,Food,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,,,
2012,12,New York,Food,,,,Restaurant - Sit-down dining,7,0,7,0,7,house salad,,Multiple
2012,12,New York,Food,,,,Restaurant - Sit-down dining,5,0,5,0,5,,,
2012,12,New York,Food,,,,Restaurant - Sit-down dining,7,0,7,0,7,,,
2012,12,Louisiana,Food,Norovirus Genogroup II,unknown,Suspected,Private home/residence,12,0,12,0,12,oysters,,Mollusks
2012,10,Louisiana,Food,Salmonella enterica,Uganda,Confirmed,,7,5,7,0,7,hog head cheese,,Pork
2012,12,Illinois,Food,,,,Restaurant - Sit-down dining,26,0,26,0,26,"shrimp coconut; shrimp dijon; green beans; mushrooms,spinach stuffed",,Multiple
2012,12,Illinois,Food,Norovirus Genogroup II,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",10,0,10,0,10,,,
2012,12,Tennessee,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant - Sit-down dining,5,0,5,0,5,lettuce-based salads unspecified,,Multiple
2012,12,Illinois,Food,Norovirus Genogroup II,GII.4 Sydney,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0,4,0,4,,,
2012,11,Illinois,Food,,,,Restaurant - Sit-down dining,7,0,7,0,7,crepes,,Multiple
2012,12,Minnesota,Food,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,23,0,22,0,22,appetizers,,Unclassifiable
2012,8,Illinois,Food,,,,Grocery store,21,0,21,0,21,cupcakes,,Multiple
2012,12,Minnesota,Food,Norovirus,,Confirmed,Restaurant - Sit-down dining,19,0,19,0,19,"bread, unspecified",bread,Multiple
2012,8,Illinois,Food,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,Long-term care/nursing home/assisted living facility,4,4,4,0,4,,,
2012,12,Texas,Food,,,,Restaurant - Sit-down dining,7,0,0,0,0,,,
2012,12,Texas,Food,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,143,9,,0,,,,
2012,12,Arizona,Food,Norovirus Genogroup I,,Suspected,Caterer (food prepared off-site from where served),14,0,14,0,14,,,
2012,11,Wyoming,Food,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,282,1,282,0,282,,,
2012,12,Michigan,Food,,,,Banquet Facility (food prepared and served on-site),71,0,20,0,20,"butter; soda, unspecified",butter; n/a,Dairy
2012,12,Michigan,Food,Norovirus Genogroup II,GII.1,Confirmed,Hospital,14,0,14,0,14,grape salad,n/a,Multiple
2012,12,Connecticut,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,shrimp shumai,,Multiple
2012,12,South Carolina,Food,Scombroid toxin,,Confirmed,Restaurant - Sit-down dining,3,0,3,0,3,"fish, mahi mahi",,Fish
2012,12,Ohio,Food,Norovirus unknown,,Suspected,Other,4,0,4,0,4,,,
2012,12,Idaho,Food,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Restaurant - Sit-down dining,28,2,28,0,28,,,
2012,8,Texas,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,"beef, brisket; barbecue sauce; onions; coleslaw; coleslaw; beans, unspecified; potato salad; potato salad",,Multiple
2012,11,California,Food,Norovirus Genogroup II,unknown,Suspected,Restaurant - Sit-down dining,9,0,9,0,9,salsa,,Multiple
2012,11,Texas,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,broccoli and cheese sauce,,Multiple
2013,1,Alabama,Food,Norovirus Genogroup II,,Confirmed,Unknown,36,0,36,0,36,,,
2012,10,Texas,Food,Salmonella enterica,,Confirmed,Private home/residence,7,1,7,0,7,"chicken; ribs, unspecified; sausage, unspecified",,Multiple
2012,10,Kansas,Food,,,,Restaurant - Sit-down dining,7,1,7,0,7,,,
2013,1,Ohio,Food,Staphylococcus unknown,,Confirmed,Private home/residence,33,0,28,0,28,chicken and barley,,Multiple
2013,1,Ohio,Food,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,5,0,0,0,0,,,
2012,12,Georgia,Food,Norovirus Genogroup II,unknown,Suspected,Caterer (food prepared off-site from where served),31,0,31,0,31,"chicken and noodles; salad, unspecified",,Multiple
2012,10,Michigan,Food,,,,Restaurant - Sit-down dining,5,0,5,0,5,,,
2012,10,California,Food,,,,School/college/university,2,0,2,0,2,seafood cocktail; seafood cocktail,,Multiple
2012,11,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,17,0,17,0,17,guacamole,,Multiple
2012,10,Michigan,Food,"Escherichia coli, Shiga toxin-producing",O157:NM (H-),Confirmed,Private home/residence,3,0,3,0,3,"apple cider, unpasteurized",apple,Fruits
2012,11,Florida,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,6,0,6,0,6,,,
2013,1,Minnesota,Food,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,3,0,3,,,
2012,11,California,Food,Norovirus Genogroup II,GII.4 Sydney,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",6,0,5,0,5,,,
2013,1,New York,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,lobster cannelloni with shrimp,,Multiple
2012,12,Florida,Food,,,,Grocery store,3,0,1,0,1,"ice, unspecified",ice,Other
2012,11,Florida,Food,,,,Restaurant - Sit-down dining,4,1,4,0,4,,,
2012,11,Florida,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,"steak, unspecified",steak,Beef
2012,4,Puerto Rico,Food,Ciguatoxin,,Confirmed,Private home/residence,2,0,2,0,2,"fish, jack",,Fish
2012,5,New Jersey,Food,Mycotoxins,,Confirmed,Private home/residence,3,3,3,0,3,mushrooms,,Fungi
2012,10,New Jersey,Food,Mycotoxins,,Confirmed,Private home/residence,3,2,3,0,3,mushrooms,,Fungi
2012,5,New Jersey,Food,Scombroid toxin,,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,"tuna, unspecified",,Fish
2012,8,Arizona,Food,Other - Chemical/Toxin,,Confirmed,Other,5,0,2,0,2,pretzel,,Multiple
2012,10,Florida,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,
2012,10,Florida,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,"chicken, grilled; rice, brown","chicken; beans; rice, brown",Multiple
2013,1,Georgia,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant - Sit-down dining,10,0,10,0,10,,,
2012,9,Arizona,Food,Other,,Suspected,School/college/university,5,0,3,0,3,"fish, white",,Fish
2012,12,Arizona,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,,,
2012,11,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,7,0,7,0,7,,,
