,Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category
871,2012,3,Florida,Food,Norovirus Genogroup II,nan,Suspected,Restaurant - Sit-down dining,10,0.0,0.0,nan,nan,nan
872,2012,3,Missouri,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence; Other,19,5.0,0.0,"milk, whole milk unpasteurized; ground beef","milk, whole milk unpasteurized; ground beef",Multiple
873,2011,10,California,Food,Other - Chemical/Toxin,nan,Suspected,Restaurant - Sit-down dining,8,0.0,0.0,"sauce, contains glacial acetic acid",nan,Multiple
874,2012,1,California,Food,Norovirus unknown,nan,Suspected,Restaurant - Sit-down dining; Private home/residence,8,0.0,0.0,nan,nan,nan
875,2012,4,New York,Food,Scombroid toxin,nan,Confirmed,Other,3,0.0,0.0,"fish, tuna",tuna,Fish
876,2012,4,New York,Food,Norovirus Genogroup I,nan,Confirmed,Restaurant - Sit-down dining,13,0.0,0.0,nan,nan,nan
877,2012,1,California,Food,nan,nan,nan,Private home/residence; Caterer (food prepared off-site from where served); Office/indoor workplace,10,0.0,0.0,nan,nan,nan
878,2011,8,California,Food,nan,nan,nan,Restaurant - other or unknown type,2,0.0,0.0,nan,nan,nan
879,2012,3,Florida,Food,Norovirus,nan,Suspected,Restaurant - Sit-down dining,15,1.0,0.0,nan,nan,nan
880,2011,12,California,Food,Norovirus unknown,nan,Suspected,Restaurant - Sit-down dining,6,0.0,0.0,nan,nan,nan
881,2011,12,California,Food,Other - Chemical/Toxin,nan,Suspected,Private home/residence,4,0.0,0.0,"fish, roe",nan,Fish
882,2012,4,Minnesota,Food,Sapovirus,nan,Confirmed,Restaurant - Sit-down dining,22,1.0,0.0,ham; meatballs,ham,Pork
883,2012,4,Minnesota,Food,Clostridium perfringens,nan,Confirmed,Restaurant - Sit-down dining,8,0.0,0.0,nan,nan,nan
884,2012,2,Florida,Food,Norovirus unknown,nan,Suspected,Restaurant - Sit-down dining,2,0.0,0.0,"potato, baked",nan,Root/Underground
885,2012,2,Florida,Food,Norovirus unknown,nan,Suspected,Restaurant - Sit-down dining,4,1.0,0.0,"salad, unspecified",nan,Multiple
886,2012,3,Florida,Food,Norovirus Genogroup II,nan,Confirmed,Restaurant - Sit-down dining,2,2.0,0.0,noodles,nan,Multiple
887,2012,4,Ohio,Food,nan,nan,nan,Private home/residence,3,0.0,0.0,nan,nan,nan
888,2012,2,Florida,Food,Salmonella enterica,Newport,Confirmed,"Fair, festival, other temp or mobile services",8,3.0,0.0,chicken,chicken,Chicken
889,2012,1,California,Food,Norovirus unknown,nan,Suspected,Banquet Facility (food prepared and served on-site); Other,7,0.0,0.0,nan,nan,nan
890,2012,2,California,Food,Norovirus unknown,nan,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",9,0.0,0.0,nan,nan,nan
891,2011,11,California,Food,Scombroid toxin,nan,Confirmed,Restaurant - Sit-down dining,5,1.0,0.0,tuna burger,tuna,Fish
892,2012,2,New York,Food,nan,nan,nan,Restaurant - Sit-down dining,5,0.0,0.0,nan,nan,nan
893,2012,1,New York,Food,Norovirus Genogroup I,nan,Suspected,Restaurant - Sit-down dining,5,0.0,0.0,nan,nan,nan
894,2012,4,Ohio,Food,Norovirus Genogroup I,GI.7,Confirmed,Caterer (food prepared off-site from where served),29,0.0,0.0,mesclun mix and spinach,lettuce; mesclun mix; spinach,Vegetable Row Crops
895,2012,3,Oregon,Food,Norovirus Genogroup II,GII.4 New Orleans,Confirmed,nan,6,0.0,0.0,nan,nan,nan
896,2012,4,Oregon,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,16,4.0,0.0,milk,raw milk,Dairy
897,2012,4,Oregon,Food,Norovirus Genogroup II,nan,Confirmed,Banquet Facility (food prepared and served on-site),6,0.0,0.0,nan,nan,nan
898,2012,3,Ohio,Food,Norovirus Genogroup II,GII.4 New Orleans,Confirmed,Restaurant - Sit-down dining,5,1.0,0.0,turkey wrap; walnut mandarin chicken salad,nan,Multiple
899,2011,6,California,Food,Salmonella enterica,Heidelberg,Confirmed,Office/indoor workplace; Other,19,3.0,0.0,nan,nan,nan
900,2012,3,Colorado,Food,nan,nan,nan,Restaurant - Sit-down dining,3,0.0,0.0,"fish, tuna",tuna,Fish
901,2012,1,Colorado,Food,nan,nan,nan,Restaurant - Sit-down dining,5,0.0,0.0,nan,nan,nan
902,2012,1,Colorado,Food,Norovirus unknown,nan,Confirmed,Long-term care/nursing home/assisted living facility,35,0.0,0.0,mechanical soft diet,nan,Unclassifiable
903,2012,1,Colorado,Food,nan,nan,nan,School/college/university,11,0.0,0.0,nan,nan,nan
904,2012,3,New Hampshire,Food,nan,nan,nan,Restaurant - Sit-down dining,2,0.0,0.0,coleslaw,nan,Multiple
905,2012,4,Virginia,Food,nan,nan,nan,Restaurant - Sit-down dining,8,0.0,0.0,"salad, unspecified",nan,Multiple
906,2012,3,Florida,Food,Ciguatoxin,nan,Confirmed,Private home/residence,2,0.0,0.0,nan,nan,nan
907,2012,2,Colorado,Food,Campylobacter jejuni,nan,Suspected,Restaurant - Sit-down dining,3,1.0,0.0,liver,"liver, beef",Beef
908,2011,7,California,Food,Salmonella enterica,Kiambu,Confirmed,Restaurant - other or unknown type; Private home/residence; Grocery store; Other,22,1.0,0.0,"beans, unspecified; carnitas, unspecified",nan,Multiple
909,2012,1,California,Food,Norovirus unknown,nan,Confirmed,nan,3,0.0,0.0,nan,nan,nan
910,2012,4,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,4,0.0,0.0,hollandaise sauce,egg,Eggs
911,2012,2,California,Food,Norovirus unknown,nan,Suspected,Restaurant - other or unknown type,9,0.0,0.0,"pastry, unspecified",nan,Multiple
912,2012,2,California,Food,Norovirus unknown,nan,Confirmed,Restaurant - other or unknown type,8,0.0,0.0,nan,nan,nan
913,2012,2,California,Food,Norovirus Genogroup II,nan,Suspected,Restaurant - Sit-down dining,3,0.0,0.0,nan,nan,nan
914,2012,3,California,Food,nan,nan,nan,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0.0,0.0,nan,nan,nan
915,2012,2,California,Food,nan,nan,nan,Grocery store,8,0.0,0.0,fruit salad,nan,Multiple
916,2012,1,California,Food,Norovirus Genogroup II,GII.1,Confirmed,Unknown,3,0.0,0.0,nan,nan,nan
917,2012,2,California,Food,Scombroid toxin,nan,Confirmed,Restaurant - Sit-down dining,2,0.0,0.0,"fish, mahi mahi","fish, mahi mahi",Fish
918,2012,1,California,Food,nan,nan,nan,Restaurant - Sit-down dining,2,0.0,0.0,nan,nan,nan
919,2012,4,New York,Food,Norovirus Genogroup I,nan,Confirmed,Restaurant - Sit-down dining,26,0.0,0.0,lettuce based salads,nan,Multiple
920,2012,3,Pennsylvania,Food,nan,nan,nan,Caterer (food prepared off-site from where served),55,0.0,0.0,tomatoes,nan,Seeded Vegetables
921,2012,4,Ohio,Food,Norovirus Genogroup II,GII.4 New Orleans,Confirmed,Restaurant - other or unknown type,2,0.0,0.0,nan,nan,nan
922,2012,4,Ohio,Food,Clostridium perfringens,nan,Confirmed,Caterer (food prepared off-site from where served),20,0.0,0.0,"chicken, marsala",nan,Multiple
923,2012,4,Texas,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,nan,30,1.0,0.0,nan,nan,nan
924,2012,2,Michigan,Food,nan,nan,nan,nan,3,0.0,0.0,nan,nan,nan
925,2012,3,Massachusetts,Food,Norovirus,nan,Confirmed,Restaurant - Sit-down dining,25,0.0,0.0,nan,nan,nan
926,2012,4,Ohio,Food,nan,nan,nan,Private home/residence,3,0.0,0.0,nan,nan,nan
927,2012,4,Maryland,Food,nan,nan,nan,Restaurant - Sit-down dining,3,0.0,0.0,fish,fish,Fish
928,2012,4,Connecticut,Food,Norovirus Genogroup II,nan,Confirmed,Restaurant - Sit-down dining,4,0.0,0.0,nan,nan,nan
929,2012,4,Kansas,Food,nan,nan,nan,Restaurant - Sit-down dining,3,0.0,0.0,nan,nan,nan
930,2012,4,Maryland,Food,Norovirus Genogroup II,nan,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",7,0.0,0.0,"salad, unspecified",nan,Multiple
931,2012,3,South Carolina,Food,Norovirus Genogroup II,nan,Confirmed,Restaurant - Sit-down dining,11,2.0,0.0,nan,nan,nan
932,2011,9,California,Food,Salmonella enterica,Heidelberg,Confirmed,Caterer (food prepared off-site from where served),8,0.0,0.0,"sandwich, turkey",nan,Multiple
933,2012,4,Massachusetts,Food,Salmonella enterica,Weltevreden,Confirmed,Restaurant - Sit-down dining,17,5.0,0.0,nan,nan,nan
934,2012,1,Florida,Food,Salmonella unknown,nan,Suspected,Restaurant - Sit-down dining,2,0.0,0.0,"beans, unspecified",beans,Grains-Beans
935,2012,1,Florida,Food,Norovirus Genogroup II,nan,Suspected,Restaurant - Sit-down dining,11,0.0,0.0,nan,nan,nan
936,2012,4,Florida,Food,Norovirus,nan,Suspected,Restaurant - Sit-down dining,6,0.0,0.0,"turkey subs, hook & ladder sub",nan,Multiple
937,2012,4,Louisiana,Food,Norovirus Genogroup I,nan,Suspected,nan,14,0.0,0.0,nan,nan,nan
938,2012,4,Virginia,Food,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,Office/indoor workplace,5,2.0,0.0,nan,nan,nan
939,2012,5,Ohio,Food,Norovirus Genogroup II,GII.4 New Orleans,Confirmed,Restaurant - Sit-down dining,6,0.0,0.0,nan,nan,nan
940,2012,3,Massachusetts,Food,Norovirus Genogroup II,nan,Confirmed,Restaurant - Sit-down dining,9,0.0,0.0,nan,nan,nan
941,2012,3,Arizona,Food,Norovirus Genogroup II,nan,Confirmed,"Fair, festival, other temp or mobile services",10,0.0,0.0,nan,nan,nan
942,2012,4,Ohio,Food,Norovirus Genogroup II,GII.6,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",6,0.0,0.0,buffalo chicken salad,nan,Multiple
943,2012,3,Idaho,Food,Giardia duodenalis,nan,Confirmed,Grocery store,4,0.0,0.0,"oysters, raw",nan,Mollusks
944,2012,5,Ohio,Food,nan,nan,nan,Restaurant - other or unknown type,4,0.0,0.0,"pizza, meat and vegetable",nan,Multiple
945,2012,4,Arizona,Food,nan,nan,nan,nan,3,0.0,0.0,nan,nan,nan
946,2012,1,Colorado,Food,nan,nan,nan,Restaurant - Sit-down dining,2,0.0,0.0,nan,nan,nan
947,2012,3,Colorado,Food,nan,nan,nan,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0.0,0.0,nan,nan,nan
948,2012,4,Colorado,Food,nan,nan,nan,Restaurant - Sit-down dining,28,0.0,0.0,eggs benedict; mashed potato/gravy,nan,Multiple
949,2012,2,Colorado,Food,nan,nan,nan,Restaurant - Sit-down dining,5,0.0,0.0,nan,nan,nan
950,2012,4,Minnesota,Food,Norovirus Genogroup II,nan,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",8,0.0,0.0,nan,nan,nan
951,2012,4,Minnesota,Food,Sapovirus,nan,Confirmed,Other,25,0.0,0.0,nan,nan,nan
952,2012,5,Ohio,Food,Norovirus Genogroup II,GII.6,Confirmed,Restaurant - Sit-down dining,9,0.0,0.0,nan,nan,nan
953,2012,3,Michigan,Food,Salmonella enterica,Braenderup,Confirmed,Restaurant - Sit-down dining,5,0.0,0.0,nan,nan,nan
954,2012,5,Ohio,Food,nan,nan,nan,Restaurant - Sit-down dining,3,0.0,0.0,nan,nan,nan
955,2011,5,Massachusetts,Food,Norovirus Genogroup II,nan,Confirmed,Grocery store,18,0.0,0.0,fruit salad; deli tray,nan,Multiple
956,2012,5,New York,Food,Norovirus Genogroup II,nan,Confirmed,Restaurant - Sit-down dining,15,0.0,0.0,nan,nan,nan
957,2012,5,New York,Food,Staphylococcus aureus; Bacillus cereus,nan,Confirmed; Suspected,Private home/residence; Religious facility,56,5.0,0.0,"rice, sticky",nan,Grains-Beans
958,2012,4,Ohio,Food,Norovirus Genogroup II,GII.1,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",5,0.0,0.0,"pizza, unspecified",nan,Multiple
959,2012,5,Ohio,Food,nan,nan,nan,Prison/jail,58,0.0,0.0,"tamale, unspecified",chicken,Chicken
960,2012,5,Connecticut,Food,Salmonella enterica,Enteritidis,Confirmed,Long-term care/nursing home/assisted living facility,20,3.0,1.0,eggs,nan,Eggs
961,2012,5,Ohio,Food,Salmonella enterica,Braenderup,Suspected,Unknown,2,0.0,0.0,nan,nan,nan
962,2011,12,Wyoming,Food,nan,nan,nan,Banquet Facility (food prepared and served on-site),20,0.0,0.0,nan,nan,nan
963,2012,5,Ohio,Food,nan,nan,nan,Restaurant - Sit-down dining,5,0.0,0.0,nan,nan,nan
964,2012,3,Pennsylvania,Food,Bacillus cereus,nan,Suspected,Restaurant - Sit-down dining,14,0.0,0.0,leaf lettuce,nan,Vegetable Row Crops
965,2012,4,Alaska,Food,Other - Chemical/Toxin,nan,Confirmed,nan,4,0.0,0.0,nan,nan,nan
966,2012,1,California,Food,Norovirus Genogroup II,nan,Confirmed,Restaurant - Sit-down dining,21,1.0,0.0,lettuce based salads,nan,Multiple
967,2012,4,West Virginia,Food,nan,nan,nan,Restaurant - Sit-down dining,11,0.0,0.0,nan,nan,nan
968,2012,5,Ohio,Food,Clostridium perfringens,nan,Confirmed,Religious facility,70,0.0,0.0,"beef, brisket; soup, vegetable-based",nan,Multiple
969,2012,5,Illinois,Food,Norovirus Genogroup II,GII.6,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",18,0.0,0.0,nan,nan,nan
970,2012,3,Illinois,Food,nan,nan,nan,Banquet Facility (food prepared and served on-site),4,0.0,0.0,nan,nan,nan
971,2012,3,Michigan,Food,Clostridium perfringens,nan,Confirmed,Religious facility,200,0.0,0.0,pork and sauerkraut,pork,Pork
972,2011,12,California,Food,Norovirus unknown,nan,Suspected,Restaurant - Sit-down dining; Private home/residence,17,0.0,0.0,"oysters, raw",nan,Mollusks
973,2011,9,North Dakota,Food,Norovirus Genogroup II,nan,Confirmed,Restaurant - Sit-down dining,6,1.0,0.0,nan,nan,nan
974,2011,11,North Dakota,Food,Clostridium perfringens,nan,Confirmed,Prison/jail,88,0.0,0.0,nan,nan,nan
975,2011,11,North Dakota,Food,Clostridium perfringens,nan,Suspected,Banquet Facility (food prepared and served on-site),23,0.0,0.0,nan,nan,nan
976,2012,5,Minnesota,Food,Salmonella enterica,Newport,Confirmed,Private home/residence,6,2.0,0.0,nan,nan,nan
977,2012,5,Minnesota,Food,Campylobacter jejuni,nan,Confirmed,Other,7,0.0,0.0,"milk, whole milk unpasteurized","milk, whole milk unpasteurized",Dairy
978,2012,3,Michigan,Food,nan,nan,nan,Restaurant - Sit-down dining,7,0.0,0.0,"salad, unspecified; sandwich, unspecified",lettuce; lettuce,Vegetable Row Crops
979,2012,4,Michigan,Food,Norovirus Genogroup II,GII.1,Confirmed,Restaurant - Sit-down dining,5,0.0,0.0,nan,nan,nan
980,2012,5,New York,Food,Salmonella enterica,Javiana,Confirmed,Other,7,5.0,0.0,mixed fruit,"fruit, unspecified",Fruits
981,2012,5,Illinois,Food,nan,nan,nan,Caterer (food prepared off-site from where served),13,0.0,0.0,nan,nan,nan
982,2012,5,Ohio,Food,Campylobacter jejuni,nan,Confirmed,Private home/residence,15,1.0,0.0,"ground beef, hamburger; tea; dessert, strawberry",nan,Multiple
983,2012,5,Rhode Island,Food,nan,nan,nan,Restaurant - Sit-down dining,2,0.0,0.0,nan,nan,nan
984,2012,4,Massachusetts,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,nan,2,1.0,1.0,nan,nan,nan
985,2012,5,Ohio,Food,nan,nan,nan,Restaurant - Sit-down dining,8,0.0,0.0,nan,nan,nan
986,2012,4,North Dakota,Food,nan,nan,nan,Banquet Facility (food prepared and served on-site),14,0.0,0.0,nan,nan,nan
987,2012,6,Illinois,Food,Norovirus Genogroup I,GI.6,Confirmed,Caterer (food prepared off-site from where served),18,0.0,0.0,nan,nan,nan
988,2012,5,Maryland,Food,Norovirus Genogroup I,nan,Confirmed,Private home/residence; Grocery store,8,0.0,0.0,nan,nan,nan
989,2012,5,Rhode Island,Food,nan,nan,nan,Restaurant - Sit-down dining,2,1.0,0.0,nan,nan,nan
990,2012,4,Maryland,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,4,0.0,0.0,crab cakes,egg,Eggs
991,2012,4,South Carolina,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,nan,10,3.0,0.0,nan,nan,nan
992,2012,5,Connecticut,Food,Norovirus Genogroup I,nan,Confirmed,Other,13,0.0,0.0,nan,nan,nan
993,2012,5,Virginia,Food,Salmonella enterica,Montevideo,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",2,1.0,0.0,nan,nan,nan
994,2012,5,South Carolina,Food,Bacillus cereus,nan,Confirmed,Restaurant - Sit-down dining,10,0.0,0.0,"rice, white","rice, white",Grains-Beans
995,2012,4,Washington,Food,Other - Bacterium,nan,Suspected,Restaurant - Sit-down dining,2,0.0,0.0,chicken and rice,nan,Multiple
996,2012,4,Maryland,Food,Campylobacter jejuni,nan,Confirmed,Restaurant - Sit-down dining,11,2.0,0.0,"pate, chicken liver","liver, chicken",Chicken
997,2012,5,South Carolina,Food,Clostridium perfringens,nan,Confirmed,Caterer (food prepared off-site from where served),17,0.0,0.0,"pork, bbq",pork,Pork
998,2012,6,Illinois,Food,Norovirus Genogroup I,GI.6,Confirmed,Restaurant - Sit-down dining,7,0.0,0.0,nan,nan,nan
999,2012,3,Pennsylvania,Food,Norovirus,nan,Confirmed,Restaurant - other or unknown type,25,0.0,0.0,nan,nan,nan
1000,2012,6,New York,Food,Norovirus Genogroup I,nan,Confirmed,Restaurant - Sit-down dining,15,0.0,0.0,"rice, fried rice",nan,Multiple
1001,2012,2,Arizona,Food,Norovirus Genogroup II,nan,Confirmed,Restaurant - Sit-down dining,5,0.0,0.0,nan,nan,nan
1002,2012,5,Florida,Food,Norovirus,nan,Suspected,Restaurant - Sit-down dining,5,0.0,0.0,"romaine lettuce, unspecified",leaf lettuce,Vegetable Row Crops
1003,2012,5,Florida,Food,Norovirus Genogroup II,nan,Suspected,Banquet Facility (food prepared and served on-site),60,0.0,0.0,buffet,buffet,Unclassifiable
1004,2012,3,Michigan,Food,nan,nan,nan,Restaurant - Sit-down dining,5,0.0,0.0,nan,nan,nan
1005,2012,5,Hawaii,Food,Norovirus Genogroup II,GII.4 Sydney,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",6,0.0,0.0,"sandwich, turkey; sandwich, ham",nan,Multiple
1006,2012,6,Rhode Island,Food,Scombroid toxin,nan,Confirmed,Other,4,0.0,0.0,tuna steak,nan,Fish
1007,2012,4,Michigan,Food,Clostridium perfringens,nan,Confirmed,Prison/jail,108,0.0,0.0,"cheese/rice; beans, unspecified; taco meat",nan,Multiple
1008,2012,6,Illinois,Food,Salmonella enterica,Utah,Suspected,Private home/residence,8,2.0,0.0,chicken; lettuce based salads,nan,Multiple
1009,2012,1,California,Food,Salmonella enterica,Typhimurium,Confirmed,Restaurant - Sit-down dining,15,2.0,0.0,nan,nan,nan
1010,2012,3,Arizona,Food,Norovirus Genogroup II,nan,Confirmed,Prison/jail,189,0.0,0.0,nan,nan,nan
1011,2012,5,Texas,Food,nan,nan,nan,nan,13,0.0,0.0,"chicken, grilled",nan,Chicken
1012,2012,5,Colorado,Food,Norovirus unknown,nan,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",33,0.0,0.0,nan,nan,nan
1013,2012,6,New York,Food,nan,nan,nan,Grocery store,10,0.0,0.0,nan,nan,nan
1014,2012,6,New York,Food,Norovirus Genogroup II,nan,Confirmed,Caterer (food prepared off-site from where served),9,0.0,0.0,nan,nan,nan
1015,2012,4,Missouri,Food,nan,nan,nan,Caterer (food prepared off-site from where served),24,0.0,0.0,"chili white chicken; salsa, unspecified",nan,Multiple
1016,2011,12,California,Food,nan,nan,nan,Restaurant - Sit-down dining,4,0.0,0.0,nan,nan,nan
1017,2012,1,California,Food,nan,nan,nan,Restaurant - Sit-down dining,9,0.0,0.0,nan,nan,nan
1018,2012,6,Ohio,Food,Norovirus Genogroup II,GII.1,Confirmed,Restaurant - Sit-down dining; Private home/residence,14,1.0,0.0,nan,nan,nan
1019,2012,6,Iowa,Food,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,Private home/residence,17,5.0,0.0,"pork, carnitas",nan,Multiple
1020,2012,5,Georgia,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,20,2.0,0.0,nan,nan,nan
1021,2012,6,Wyoming,Food,Norovirus Genogroup I,GI.6,Confirmed,nan,18,1.0,0.0,nan,nan,nan
1022,2012,4,Oregon,Food,Norovirus,nan,Suspected,Banquet Facility (food prepared and served on-site),14,0.0,0.0,nan,nan,nan
1023,2012,6,Oregon,Food,Clostridium botulinum,nan,Confirmed,Private home/residence,3,3.0,1.0,home canned beets,beets,Root/Underground
1024,2012,6,Iowa,Food,Campylobacter unknown,nan,Confirmed,Other,5,0.0,0.0,"milk, whole milk unpasteurized",nan,Dairy
1025,2011,7,Multistate,Food,Listeria monocytogenes,nan,Confirmed,Private home/residence,147,143.0,33.0,cantaloupe,cantaloupe,Fruits
1026,2012,4,Alaska,Food,Salmonella enterica,Enteritidis,Confirmed,nan,2,0.0,0.0,nan,nan,nan
1027,2012,2,Arizona,Food,Norovirus Genogroup II,nan,Confirmed,Caterer (food prepared off-site from where served),56,0.0,0.0,nan,nan,nan
1028,2012,6,Rhode Island,Food,nan,nan,nan,"Restaurant - ""Fast-food""(drive up service or pay at counter)",5,0.0,0.0,nan,nan,nan
1029,2012,5,Massachusetts,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,nan,6,2.0,0.0,nan,nan,nan
1030,2012,4,Louisiana,Food,"Escherichia coli, Shiga toxin-producing",O145,Confirmed,nan,5,3.0,1.0,ground beef; lettuce; sprouts,nan,Multiple
1031,2012,5,South Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,nan,19,2.0,0.0,nan,nan,nan
1032,2012,6,Connecticut,Food,Salmonella enterica; Salmonella enterica,"Typhimurium; I 4,[5],12:i:-",Confirmed; Confirmed,Private home/residence,3,0.0,0.0,nan,nan,nan
1033,2012,6,Minnesota,Food,Norovirus Genogroup I,nan,Suspected,Private home/residence,8,0.0,0.0,nan,nan,nan
1034,2012,6,Ohio,Food,nan,nan,nan,Restaurant - Sit-down dining,10,0.0,0.0,nan,nan,nan
1035,2012,5,Kansas,Food,Salmonella enterica,Enteritidis,Confirmed,nan,14,2.0,0.0,nan,nan,nan
1036,2012,5,Florida,Food,nan,nan,nan,Restaurant - Sit-down dining,2,0.0,0.0,nan,nan,nan
1037,2012,3,Washington,Food,Histamine,nan,Confirmed,Restaurant - Sit-down dining,2,0.0,0.0,tuna steak,nan,Fish
1038,2012,6,Washington,Food,Other - Chemical/Toxin,nan,Suspected,Restaurant - other or unknown type,3,0.0,0.0,duck,nan,Other Poultry
1039,2012,2,North Carolina,Food,Salmonella enterica,Paratyphi B,Confirmed,Other,89,8.0,0.0,"tempeh, unpasteurized",nan,Grains-Beans
1040,2012,6,Michigan,Food,nan,nan,nan,Restaurant - Sit-down dining,3,0.0,0.0,"chicken, sweet and sour","chicken; juice; pineapple juice; salt; sugar, white",Multiple
1041,2012,1,North Carolina,Food,Norovirus,nan,Confirmed,nan,131,0.0,0.0,nan,nan,nan
1042,2012,3,North Carolina,Food,nan,nan,nan,nan,9,0.0,0.0,nan,nan,nan
1043,2012,1,North Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,nan,12,0.0,0.0,nan,nan,nan
1044,2012,3,North Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,nan,33,0.0,0.0,nan,nan,nan
1045,2012,4,North Carolina,Food,Norovirus,nan,Confirmed,nan,81,3.0,1.0,nan,nan,nan
1046,2011,2,Maryland,Food,Norovirus Genogroup II; Norovirus Genogroup II; Norovirus Genogroup II,GII.7; ,Confirmed; Confirmed; Confirmed,Caterer (food prepared off-site from where served),72,0.0,0.0,"cocktail sauce, unspecified",nan,Multiple
1047,2011,12,North Carolina,Food,Salmonella enterica,Enteritidis,Confirmed,nan,8,0.0,0.0,nan,nan,nan
1048,2012,7,New York,Food,Scombroid toxin,nan,Confirmed,Restaurant - Sit-down dining,2,0.0,0.0,tuna burger,"fish, tuna",Fish
1049,2012,7,New York,Food,Norovirus Genogroup II,nan,Confirmed,Restaurant - Sit-down dining,19,0.0,0.0,nan,nan,nan
1050,2012,7,New York,Food,nan,nan,nan,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0.0,0.0,nan,nan,nan
1051,2012,6,New York,Food,Scombroid toxin,nan,Confirmed,Restaurant - Sit-down dining,2,0.0,0.0,"fish, tuna, spicy roll",tuna,Fish
1052,2012,3,Arizona,Food,Norovirus Genogroup II,nan,Confirmed,Restaurant - Sit-down dining,8,0.0,0.0,nan,nan,nan
1053,2012,7,Rhode Island,Food,nan,nan,nan,Restaurant - Sit-down dining,2,0.0,0.0,nan,nan,nan
1054,2012,6,Ohio,Food,Norovirus Genogroup I,GI.7,Confirmed,Caterer (food prepared off-site from where served),15,0.0,0.0,nan,nan,nan
1055,2012,1,Georgia,Food,nan,nan,nan,Restaurant - Sit-down dining,7,0.0,0.0,nan,nan,nan
1056,2011,6,Puerto Rico,Food,nan,nan,nan,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0.0,0.0,nan,nan,nan
1057,2012,7,Ohio,Food,Campylobacter jejuni; Campylobacter unknown,nan,Suspected; Confirmed,Caterer (food prepared off-site from where served),21,1.0,0.0,nan,nan,nan
1058,2012,6,Vermont,Food,Salmonella enterica,Enteritidis,Confirmed,nan,11,3.0,0.0,nan,nan,nan
1059,2012,7,New York,Food,nan,nan,nan,Restaurant - Sit-down dining,4,0.0,0.0,nan,nan,nan
1060,2011,7,Maryland,Food,nan,nan,nan,"Restaurant - ""Fast-food""(drive up service or pay at counter); Private home/residence; Grocery store",9,0.0,0.0,nan,nan,nan
1061,2012,6,Minnesota,Food,Salmonella enterica,Montevideo,Confirmed,Restaurant - Sit-down dining,11,4.0,0.0,nan,nan,nan
1062,2012,2,Nevada,Food,Norovirus Genogroup II,nan,Confirmed,Child day care,54,0.0,0.0,nan,nan,nan
1063,2012,7,Ohio,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence; Other,77,14.0,1.0,nan,nan,nan
1064,2012,3,Arizona,Food,nan,nan,nan,Restaurant - Sit-down dining,2,0.0,0.0,nan,nan,nan
1065,2012,3,Arizona,Food,nan,nan,nan,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0.0,0.0,nan,nan,nan
1066,2012,7,Georgia,Food,Norovirus Genogroup II,nan,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",5,0.0,0.0,nan,nan,nan
1067,2012,4,Georgia,Food,nan,nan,nan,Restaurant - other or unknown type,3,0.0,0.0,nan,nan,nan
1068,2012,2,Michigan,Food,nan,nan,nan,Private home/residence; Grocery store,6,0.0,0.0,strawberries,strawberries,Fruits
1069,2012,5,Michigan,Food,nan,nan,nan,Restaurant - Sit-down dining,3,0.0,0.0,nan,nan,nan
1070,2012,3,Arizona,Food,Norovirus Genogroup II,nan,Confirmed,Caterer (food prepared off-site from where served),4,0.0,0.0,nan,nan,nan
